Nom de la borne de recharge,Nom du parc,Rue,Code Postal,Latitude,Longitude,Coût,is_fast_charge,price_mode_code,is_on_street,high_power,lat_zone,lon_zone
CEA-12392,100 rue Sainte-Angélique,100 rue Sainte-Angélique,G0A 3G0,46.757082,-71.825451,1.0,False,0,False,False,4,5
CEA-10090,St-Hubert - St-Martin (privé),3325 boul. St-Martin Ouest,H7T 1S2,45.5567169189453,-73.7497863769531,1.0,False,0,False,False,3,4
CEA-11509,St-Hubert - St-Martin (privé),3325 boul. St-Martin Ouest,H7T 1S2,45.5567169189453,-73.7497863769531,1.0,False,0,False,False,3,4
CEA-497,St-Hubert - Thetford Mines,203 boul. Frontenac Ouest,G6G 6K2,46.101841,-71.316478,1.0,False,0,False,False,3,5
CEA-00472,St-Hubert - Trois-Rivières,5275 Boul. Forgues,G8Y 4Z3,46.362108,-72.594245,1.0,False,0,False,False,4,4
CEA-10102,St-Hubert - Valleyfield,1370 boul. Mgr. Langlois,J6S 1E3,45.2707372015651,-74.1314887898898,1.0,False,0,False,False,2,4
CEB-10088,St-Hubert - Vaudreuil,601 avenue Saint-Charles,J7V 8G4,45.407946,-74.033933,1.0,False,0,False,False,3,4
CEA-366,St-Hubert - Vimont,"2133 B, boul. des Laurentides",H7M 4M2,45.609766,-73.7347,1.0,False,0,False,False,3,4
CEA-11461,St-Hubert - Vimont,"2133 B, boul. des Laurentides",H7M 4M2,45.609766,-73.7347,1.0,False,0,False,False,3,4
CEA-11460,St-Hubert - Vimont,"2133 B, boul. des Laurentides",H7M 4M2,45.609766,-73.7347,1.0,False,0,False,False,3,4
CEB-10084,St-Hubert - des Laurentides,1111 boul. des Laurentides,H7N 5B5,45.5816688537598,-73.704460144043,1.0,False,0,False,False,3,4
CEA-10058,St-Hubert Express - Beloeil,101 boul. Sir Wilfrid-Laurier,J3G 4G4,45.5502511759718,-73.2161658895492,1.0,False,0,False,False,3,4
CEA-077,St-Hubert Express - Chicoutimi Nord,1220 Boulevard Ste Geneviève,G7G 2G6,48.452154,-71.09466,1.0,False,0,False,False,6,5
